Excecution time = 0.0373780727386
Air time = 3.246
Cut time = 9.876
Total cut time = 13.122
[1000, 1000]
[0, 650] [498, 650]
[498, 650] [996, 650]
[996, 650] [996, 325]
[996, 325] [498, 325]
[498, 325] [498, 0]
[996, 0] [996, 325]
[996, 650] [996, 975]
[996, 975] [498, 975]
[498, 975] [0, 975]
[498, 975] [498, 650]
[498, 650] [498, 325]
[498, 325] [0, 325]
