Excecution time = 6.38133788109
Air time = 16.8164
Cut time = 134.176
Total cut time = 150.9924
[3000, 3000]
[1660, 2200] [1282, 2200]
[1282, 2200] [1282, 2000]
[1282, 2000] [904, 2000]
[904, 2000] [526, 2000]
[526, 2000] [526, 1800]
[526, 1800] [526, 1600]
[526, 1600] [904, 1600]
[904, 1600] [904, 1800]
[904, 1800] [526, 1800]
[526, 1800] [148, 1800]
[148, 1700] [0, 1700]
[148, 1600] [526, 1600]
[526, 1600] [526, 1400]
[526, 1400] [526, 1200]
[526, 1200] [148, 1200]
[148, 1200] [148, 1000]
[148, 1000] [148, 850]
[148, 850] [0, 850]
[148, 800] [148, 850]
[148, 1000] [526, 1000]
[526, 1000] [526, 800]
[526, 800] [148, 800]
[148, 800] [148, 600]
[148, 600] [148, 425]
[148, 425] [0, 425]
[148, 0] [148, 200]
[148, 400] [148, 425]
[148, 600] [526, 600]
[526, 600] [904, 600]
[904, 600] [1282, 600]
[1282, 600] [1660, 600]
[1660, 600] [1660, 800]
[1660, 800] [2038, 800]
[2038, 800] [2416, 800]
[2416, 800] [2416, 600]
[2416, 600] [2416, 400]
[2416, 400] [2416, 200]
[2416, 200] [2038, 200]
[2038, 200] [1660, 200]
[1660, 200] [1660, 400]
[1660, 400] [1660, 600]
[1660, 600] [2038, 600]
[2038, 600] [2416, 600]
[2416, 600] [2794, 600]
[2794, 600] [2794, 800]
[2794, 800] [2416, 800]
[2416, 800] [2416, 1000]
[2416, 1000] [2038, 1000]
[2038, 1000] [1660, 1000]
[1660, 1000] [1660, 1200]
[1660, 1200] [1282, 1200]
[1282, 1200] [1282, 1000]
[1282, 1000] [1660, 1000]
[1660, 1000] [1660, 800]
[1660, 800] [1282, 800]
[1282, 800] [904, 800]
[904, 800] [526, 800]
[526, 800] [526, 600]
[526, 600] [526, 400]
[526, 400] [526, 200]
[526, 200] [904, 200]
[904, 200] [904, 0]
[526, 0] [526, 200]
[526, 200] [148, 200]
